meanZCR,stdZCR,meanSpecCentroid,stdSpecCentroid,meanSpecContrast,stdSpecContrast,meanSpecBandwidth,stdSpecBandwidth,meanSpecRollof,stdSpecRollof,meanMFCC_1,stdMFCC_1,meanMFCC_2,stdMFCC_2,meanMFCC_3,stdMFCC_3,meanMFCC_4,stdMFCC_4,meanMFCC_5,stdMFCC_5,meanMFCC_6,stdMFCC_6,meanMFCC_7,stdMFCC_7,meanMFCC_8,stdMFCC_8,meanMFCC_9,stdMFCC_9,meanMFCC_10,stdMFCC_10,meanMFCC_11,stdMFCC_11,meanMFCC_12,stdMFCC_12,meanMFCC_13,stdMFCC_13,genre
-0.5058710282390234,-0.7843432516998987,-0.3814075410063482,-0.6911474856889079,-0.10729088571843004,0.3499015826805716,-0.18727994894502298,-0.5722645120353036,-0.23666809204206707,-0.4553562796587797,0.1478208413566997,-0.7341654758849462,-0.14267157749423892,-0.5087289938077937,0.26837168365740904,-0.5439693843831804,-0.12747166462032347,-0.5439271806323267,0.2402501630274203,-0.5662601750026848,-0.3161548161540988,-0.49874373288353635,0.455135401404268,-0.22086332484208127,-0.08720706110200621,-0.39453097613496446,0.09085640083524493,-0.1143780912037149,-0.17478155389475025,-0.7169310403195913,0.379756522099389,-0.8263312857877125,0.0651917062461681,-0.8024776283083415,0.24332482293851404,-0.6097040690601708,blues
-0.7895557934393853,-0.7267590470453935,-0.5596809536722697,-0.4634329830230647,-0.21465187103669248,0.2747412537160676,-0.1395012012355603,-0.41469023849799924,-0.3338167215126331,0.0188360258585345,0.08328269671062327,-0.6093411345857646,0.2967213330476639,-0.29593452211637516,0.2439233873441039,-0.37931653282011835,0.21209673601189982,-0.24518100055311542,0.3168140702312442,-0.4814497951075185,-0.004513650028516725,0.8350143577599911,0.662993698983686,-0.08243267381580743,0.10530270575163769,0.3158611549088244,0.0673462518101442,0.10346007444193117,0.11225397137876578,-0.6113766330844546,0.4661850385867581,-0.7713349586672533,0.27059561847544045,-0.48003829065787507,0.2864451272294934,-0.5460679244915913,blues
-0.5900985005020455,-0.5566171132193195,-0.500726187147989,-0.5206686976371432,0.11084071322233591,0.34220151427441237,-0.35214522797255055,-0.7043730789270359,-0.4132411177422053,-0.48689596478588315,0.2777680680104262,-0.31952420885910426,-0.16932163216152857,-0.4717391393291591,0.10597447560528261,-0.5050163371447852,-0.37530033139719277,-0.3797729213322114,0.3829878839948542,-0.4558812778550093,-0.2560802751808572,-0.004410485210690762,0.23305897548146423,0.40180903332851114,-0.06972460343287634,-0.5585010207333748,-0.1418245456770392,-0.16633821726681264,-0.3542155059914146,-0.6647039402517898,0.1801073905091379,-0.7515518769385655,-0.0944672932560719,-0.6474500053963638,-0.18293838166228843,-0.5303003099490712,blues
-0.943024056693802,-0.9201295279580526,-0.8729667703747993,-0.7439289022415652,-0.06954388172646109,0.0434304690708458,-0.6356848022458291,-0.5960139154096358,-0.7726588209046795,-0.5509064608097655,0.48578245041846113,-0.5825676022934504,0.19911240383121623,-0.5219922999857923,-0.002786137740926564,-0.6807603276429851,0.2558717921585863,-0.4852035425734089,-0.011188485776362667,-0.5118251036067738,0.3150772583235353,-0.48456625977641643,0.2484907522894228,-0.4120998281381827,0.46970550831293656,-0.5130877402980089,-0.030966025476522607,-0.7474648688325006,0.29304423241184935,-0.7763843749997288,0.10499181931143975,-0.9254917321773672,0.20296018282125033,-0.8475044931617298,-0.11609248518622489,-0.7086451344569588,blues
-0.20544034786360965,-0.400993145879738,-0.23611239394035244,-0.24381445234988253,0.19038162205885323,0.27076880909997425,-0.3103270068823294,-0.5320991168530592,-0.19814577252248056,-0.129946252447523,0.06445669921870034,0.05036506833753762,-0.2860250294235362,-0.5791745320056572,-0.025670360298132744,-0.3278461767733958,-0.8220264209460771,-0.351385642711019,0.12658447603237266,-0.18488662521706245,-0.5728341411649306,-0.05649806936406576,0.02457500632661152,0.29592469248807984,-0.21213281385999405,-0.06041681196059012,-0.25302247717927534,0.13557060347548422,-0.4360337713742931,-0.6724663464319429,-0.18033724130849466,-0.7172122755065365,0.1664939027623641,-0.2221929703454828,-0.3679904453135548,-0.2789965990193455,blues
-0.7313019160712655,-0.9013198299995597,-0.7114792867427517,-0.7332468858156527,0.04930729449804927,-0.1578884732802075,-0.5785990012752527,-0.5420071471134145,-0.625423739317431,-0.41862055401709486,0.5534688895153836,-0.43575111697073343,-0.05792188276885343,-0.08581153990452317,0.052137503009135444,-0.3271813830312401,-0.4576547462657081,-0.4205628914229479,0.005148550665538237,-0.37463949855101597,-0.5882224466206396,-0.4773966033710866,0.06805527849650148,-0.2616919162911322,0.05162547877049839,-0.331568737444742,-0.29082464088588417,-0.37895977368477274,-0.3150845611533374,-0.8820933420413426,-0.1881479825283875,-0.7022230796361003,-0.22139735564514174,-0.6050310904919576,-0.33122919984118854,-0.7224449714172261,blues
-0.6174828018289393,-0.6670864331627367,-0.4974136790649488,-0.34162575829274866,0.4101334864509858,0.053986209139041286,-0.5237934699802806,-0.392305006854193,-0.39340980782221224,-0.20822164441701152,0.08606734572757802,0.32997032541634663,-0.287642487644073,-0.08221583261891596,0.18059718183854034,0.068824416541857,0.1595261066658728,1.0,-0.1382225498454881,0.27759995635902457,-0.46104135954688996,0.3426098122651322,-0.05288096567064447,-0.08391391741732801,0.0584999344205373,-0.16615297160695808,-0.6827929428193211,0.46657882499157366,-0.22164887951554302,-0.5373269058260064,-0.038557322882497,-0.6800145976424455,-0.010023584895120341,-0.5116834006287135,-0.5363345182674386,-0.4593063817803055,blues
-0.7166471657248126,-0.886927579882853,-0.5524239647481457,-0.7311962501616249,0.07180988740915728,0.06336798120473564,-0.3574228095801857,-0.6874185946543823,-0.4217313973017023,-0.5410153542970526,0.3125471369168411,-0.6848115599628428,-0.21142067983587653,-0.45270913610242147,0.20789257261281835,-0.3695819002521329,0.01678167885867729,-0.18712789104547856,0.29188119971358806,-0.3243877150820462,-0.6422348526205621,0.1274583066399635,0.49734472541146235,0.1199541466945575,-0.1467198767679223,0.3223567039958539,-0.37566969046070553,0.4534859101069433,-0.0740351272039643,-0.5143833901294841,-0.3172256754495593,-0.7277253607731559,0.1850425506070054,-0.17226653560835636,-0.4075888940160355,-0.5757527547937237,blues
-0.6104624627614993,-0.6883929950209469,-0.386584958557619,-0.516243584829118,0.19140643510178812,0.5573458660055326,-0.15666840250738168,-0.516733082720793,-0.2195016143925731,-0.28588397563851475,0.13119870281996482,-0.42780779539115765,-0.061568111980254,-0.5095876116051835,0.3441878534688889,-0.4330313558379445,-0.13981518316005448,-0.4910448726151201,0.28031973914242836,-0.18210377097820585,-0.547188731273175,-0.6274502126506144,0.5700866602058278,-0.2807765674581877,-0.08890866890594146,-0.7828718470723458,0.45482525243739935,-0.6197594332323189,-0.05175104120849308,-0.8163431301811828,0.27284858552564306,-0.7785956196674286,-0.35228982594445346,-0.6343004662689057,0.16368357278033316,-0.6864180042595955,blues
-0.5164762212983478,-0.6765889617510417,-0.3024180916474235,-0.4617188089990445,-0.016840912921194384,0.2735450989143302,-0.13088971287762896,-0.5332499312167823,-0.12116310632680749,-0.3280901237030601,0.018374322618817107,-0.25706184245655794,0.012627877707491034,-0.30363146185090106,0.2843526944814533,-0.17023205609806924,-0.5004921399830595,-0.019856920065452366,0.24190464436031173,0.4491533406009751,-0.19862911041320686,0.006332989832422031,0.2801668110449479,-0.29018908948152045,-0.10947081412266196,-0.4373309743469358,-0.11599015081069505,-0.19534343431446288,-0.21775954191684188,-0.607564579185481,0.22286290391964408,-0.6496880967171791,0.17427244821633095,-0.6707049560192122,-0.23612262122880767,-0.31722962551875544,blues
-0.5292721584638236,-0.9163807505266399,-0.5226645779737149,-0.7350493120889362,0.06384577410070591,0.36199457554053294,-0.5613519124537674,-0.5459939598799647,-0.48282422642398093,-0.546016890531017,0.26671183256164066,-0.3836174248538351,-0.4921999232991501,-0.5784181861870167,-0.0734204389348001,-0.008925842026887176,-0.5241847508402732,-0.5160755225650325,-0.09916115099986744,-0.24808983292604725,-0.3081771530219639,-0.10023878627168492,0.3652975885615778,-0.2505523442456037,0.1808009860243935,-0.5410552229844265,-0.3423517658690379,-0.4312263405099206,-0.06972441315482544,-0.7005584184518506,0.04679201042329226,-0.8679558435655124,0.14012970180983683,-0.5396015321948681,-0.06037672359416983,-0.611196193043585,blues
