meanZCR,stdZCR,meanSpecCentroid,stdSpecCentroid,meanSpecContrast,stdSpecContrast,meanSpecBandwidth,stdSpecBandwidth,meanSpecRollof,stdSpecRollof,meanMFCC_1,stdMFCC_1,meanMFCC_2,stdMFCC_2,meanMFCC_3,stdMFCC_3,meanMFCC_4,stdMFCC_4,meanMFCC_5,stdMFCC_5,meanMFCC_6,stdMFCC_6,meanMFCC_7,stdMFCC_7,meanMFCC_8,stdMFCC_8,meanMFCC_9,stdMFCC_9,meanMFCC_10,stdMFCC_10,meanMFCC_11,stdMFCC_11,meanMFCC_12,stdMFCC_12,meanMFCC_13,stdMFCC_13,genre
-0.5058710282390234,-0.7843432516998987,-0.3815170523066137,-0.6912963725927559,-0.10291047602073666,0.360529115334673,-0.19065076554691096,-0.573005974767163,-0.23647497040576637,-0.4552609253783364,0.15041941243225754,-0.7285783870109946,-0.14082156764911208,-0.51114342911402,0.2701204056384807,-0.5375111061298132,-0.12269255556969144,-0.540045739725918,0.2401396177536887,-0.5688901847411896,-0.3138047396483502,-0.5183524763656976,0.45325636609516234,-0.20807102169059877,-0.08459696230102642,-0.39943389373710314,0.089506029689846,-0.10758612972156256,-0.17315545781335967,-0.7176489480024563,0.38101401109503724,-0.822516421335781,0.06692194356894515,-0.7916011999276783,0.2437015565943168,-0.6053480576352608,blues
-0.7895557934393853,-0.7267590470453935,-0.5585078134003846,-0.46354631678796254,-0.2092521791193116,0.284295578072415,-0.1408078061116318,-0.4140057817641095,-0.33159796466045655,0.01799128300065811,0.08439585864985322,-0.610232599635005,0.2991257023702413,-0.2992289952374132,0.2443478823218358,-0.3653687246427708,0.21942656476313668,-0.24414388942273257,0.3146837947646842,-0.47233170429746985,-0.002811281457254511,0.8335986954612036,0.6598451824014724,-0.05457278450435843,0.10956887971035817,0.30561505521676735,0.0682875296710746,0.10757080092787707,0.11433780810921003,-0.6141906213271023,0.46626464616839547,-0.7686506618876341,0.2707408597831336,-0.4729233439430742,0.29005290643502796,-0.5405948099346612,blues
-0.5900985005020455,-0.5566171132193195,-0.5011095463791082,-0.5206216987689165,0.11604187189754533,0.34671447040279135,-0.3565001814429032,-0.7052528719595734,-0.41332143366243357,-0.4866813859698238,0.2809913881295423,-0.3152296071659242,-0.1681492131815437,-0.47602903563867816,0.10937740864575107,-0.5007332662132713,-0.3716393865124499,-0.3766379770821512,0.38307101777358243,-0.45949989570881,-0.25804269048443484,-0.012935551052370542,0.2310267928716408,0.4036785432075629,-0.0699419110288928,-0.5738978125031532,-0.1421805573334357,-0.16415157330684926,-0.35284110115576595,-0.6663552125708118,0.18375796996954133,-0.750733028611838,-0.09296874252612425,-0.6385341574757978,-0.18012146718236824,-0.5228386966620421,blues
-0.943024056693802,-0.9201295279580526,-0.8725786706978731,-0.7408649791448756,-0.0663415561202787,0.05319471405638354,-0.6388903920962605,-0.5882175588247495,-0.7721089067797134,-0.5482634019756285,0.4891792922198055,-0.577536546573379,0.20145069438452412,-0.5262683542491451,-0.000605402469509464,-0.673602165652296,0.26056487462937344,-0.48423412545824795,-0.010975743145084565,-0.5167792189150576,0.31653837145875796,-0.4921986309233457,0.24737275324898111,-0.41248897454658384,0.47385083943415496,-0.5098864045598256,-0.03084278221284209,-0.7443585215799765,0.2934623397528664,-0.7772225334099112,0.10682342334728834,-0.925347146744343,0.20352302357871402,-0.8375314811269112,-0.11355484443644438,-0.7055675346718846,blues
-0.20544034786360965,-0.400993145879738,-0.23570300677989753,-0.24399050934414757,0.19204641175766524,0.2794408857625523,-0.31327808370363885,-0.5307635095636499,-0.19744157075655877,-0.1296533605333372,0.06615931395573127,0.05410432455891989,-0.28418790495317603,-0.5799596327650447,-0.024512719701777264,-0.31501278820297984,-0.818205926118911,-0.35550060212610946,0.12483474956216584,-0.179042719017106,-0.5722825661708271,-0.055638292940134004,0.02144386168623163,0.29202383874874704,-0.2084894155389111,-0.06301698353017327,-0.2534526238605248,0.14206278160573804,-0.4340931563437057,-0.6763051913625514,-0.18031921439710422,-0.7114235428456227,0.1660309448562524,-0.22104696248363287,-0.36692041448800283,-0.2759885584918371,blues
-0.7313019160712655,-0.9013198299995597,-0.7109822482766003,-0.732245378834199,0.053528304363412715,-0.15252083412496065,-0.5815416692115412,-0.5418977765306071,-0.6252719260732945,-0.4191720432402547,0.5558930853247328,-0.4307809611819221,-0.055826990891204326,-0.09354921273077066,0.05190598149681791,-0.30836757066884724,-0.4524433850047792,-0.4142293002626021,0.004065842684492643,-0.3728937104562571,-0.5864642725034389,-0.4925284885157414,0.06543521432012685,-0.2521196016948446,0.055636263886221504,-0.3399810847006959,-0.291669547325375,-0.36337979863593906,-0.3136001974274744,-0.8857361080373549,-0.18772182723600647,-0.7050438894846623,-0.22148416508717628,-0.6103656633125109,-0.32993382758584394,-0.7145288733140535,blues
-0.6174828018289393,-0.6670864331627367,-0.4974211957377932,-0.34214618823739784,0.40981693121691576,0.06956776194362813,-0.5283814280735495,-0.394508589649751,-0.39325313450966537,-0.20845694266679637,0.0877900774540743,0.32854861166105453,-0.28706408987484283,-0.08259711325336361,0.1848023983808762,0.07600772748852624,0.15915521636504149,1.0000000000000002,-0.1349415413506148,0.26233930746164225,-0.46782342675606836,0.3303220291109443,-0.052533655923438526,-0.08467268686243434,0.05733880714128731,-0.1666291315297601,-0.681946886649597,0.46995821062849363,-0.22321719344793306,-0.5385121029050979,-0.03566765507865437,-0.6798049011751913,-0.011193316338575898,-0.5026672154953024,-0.5347202202717184,-0.45705521970377583,blues
-0.7166471657248126,-0.886927579882853,-0.552132933906345,-0.7322098468287126,0.07569472370838026,0.07187640102673876,-0.3597288891734569,-0.6933762621026831,-0.4211305926903791,-0.5400389553803127,0.31409399350953415,-0.6873250648597864,-0.2086533377095034,-0.4532798238094351,0.2081225116826395,-0.36588926838240177,0.023084953181846165,-0.18137789792905656,0.2921663655032368,-0.3186416577140716,-0.6412209491396138,0.12455702483944453,0.49567043002305466,0.12260897999079323,-0.14443648231013284,0.3209371130579546,-0.37534010655787076,0.46064665879115974,-0.07319544881349707,-0.5143275877271921,-0.3151573846498372,-0.72700807922359,0.18416507618006542,-0.16676009747416365,-0.4059923663094394,-0.5665347466706409,blues
-0.6104624627614993,-0.6883929950209469,-0.386528787060161,-0.5156444418911247,0.19279783621423974,0.5636385850078343,-0.15994704282715055,-0.5178709795991778,-0.21924523858220368,-0.28558103912557165,0.1331810159951079,-0.4215108383553847,-0.05919029083199426,-0.5185721591473104,0.34593256801890526,-0.430205622566333,-0.13474195635330566,-0.4938531746611261,0.2789373292146953,-0.17610525111748565,-0.5458421494932194,-0.6479777810330611,0.5678434737404086,-0.2645021748971619,-0.08585601463534287,-0.7779112968932667,0.4535289933558295,-0.6086126013269105,-0.0503084840243449,-0.8189112377910536,0.2734525467010304,-0.7753124019815401,-0.34949407736401006,-0.622334363976131,0.16526961686876376,-0.6725621019144472,blues
-0.5164762212983478,-0.6765889617510417,-0.30179093672583956,-0.4620303046360059,-0.017023443722943288,0.27787250969986266,-0.13308582023212012,-0.5344917053771664,-0.12077546188696564,-0.32855402581182225,0.01976472240082905,-0.25165875595494824,0.014551699088845807,-0.30711917912597275,0.28392999298499755,-0.14445583033559695,-0.49563498364274305,-0.020488688282107592,0.24369898034797238,0.43168792487445806,-0.19451070970750728,0.0023221835763291843,0.2784477988613736,-0.2831184688387842,-0.10712889558964239,-0.4507813586010865,-0.11647635414416294,-0.1812940500366873,-0.2148492483468072,-0.621798905309889,0.2271129954399727,-0.6531975133336265,0.17565421258020367,-0.654722416923577,-0.23719163513841116,-0.32262637354431,blues
